jcat,piece,type,inclination,reentry_date,dry_mass
S52203,2022-036B,R3          ,67.14,2022-11-30T01:34:00Z,   2350 
S52314,2022-041BF,C  A        ,53.21,2022-05-27T00:00:00Z,     50 
S52315,2022-041BG,C  A        ,53.21,2022-06-02T00:00:00Z,     50 
S52316,2022-041BH,C  A        ,53.21,2022-05-26T00:00:00Z,     50 
S52317,2022-041BJ,C  A        ,53.21,2022-05-23T00:00:00Z,     50 
S52319,2022-037B,C  A T      ,51.89,2022-05-14T09:02:00Z,   2300 
S52321,2022-043B,C  A        ,97.47,2023-03-19T09:26:00Z,      0 
S52323,2022-043D,R2          ,97.56,2023-06-20T18:00:00Z,   3800 
S52324,2022-043E,C  A        ,97.47,2022-10-21T00:00:00Z,      0 
S52384,2022-045BF,C  A        ,53.21,2022-06-08T00:00:00Z,     50 
S52385,2022-045BG,C  A        ,53.21,2022-06-13T00:00:00Z,     50 
S52386,2022-045BH,C  A        ,53.21,2022-06-09T00:00:00Z,     50 
S52387,2022-045BJ,C  A        ,53.21,2022-06-06T00:00:00Z,     50 
S52393,2022-046F,R4          ,97.29,2022-05-29T06:15:00Z,    500 
S52428,2022-047AL,R2          ,97.44,2022-05-18T12:00:00Z,    250 
S52504,2022-049BF,C  A        ,53.21,2022-06-26T00:00:00Z,     50 
S52505,2022-049BG,C  A        ,53.21,2022-06-21T00:00:00Z,     50 
S52506,2022-049BH,C  A        ,53.21,2022-06-18T00:00:00Z,     50 
S52507,2022-049BJ,C  A        ,53.21,2022-06-17T00:00:00Z,     50 
S52508,2021-103B,C  A T      ,51.34,2022-05-21T03:48:00Z,   2300 
S52512,2022-050D,R2          ,41.48,2022-05-25T09:28:00Z,   6000 
S52589,2022-051BF,C  A        ,53.23,2022-07-04T00:00:00Z,     50 
S52595,2022-051BG,C  A        ,53.23,2022-06-27T00:00:00Z,     50 
S52596,2022-051BH,C  A        ,53.23,2022-06-26T00:00:00Z,     50 
S52597,2022-051BJ,C  A        ,53.23,2022-06-25T00:00:00Z,     50 
S52651,2022-052BF,C  A        ,53.21,2022-07-06T00:00:00Z,     50 
S52652,2022-052BG,C  A        ,53.21,2022-07-04T00:00:00Z,     50 
S52653,2022-052BH,C  A        ,53.21,2022-06-26T00:00:00Z,     50 
S52654,2022-052BJ,C  A        ,53.21,2022-06-26T00:00:00Z,     50 
S52709,2022-053BF,C  A        ,53.21,2022-07-10T00:00:00Z,     50 
S52710,2022-053BG,C  A        ,53.21,2022-07-06T00:00:00Z,     50 
S52711,2022-053BH,C  A        ,53.21,2022-07-04T00:00:00Z,     50 
S52712,2022-053BJ,C  A        ,53.21,2022-07-04T00:00:00Z,     50 
S52714,2022-054B,R3          ,97.7,2023-06-06T02:40:00Z,   2350 
S52719,2022-056D,R3          ,85.95,2022-05-21T14:53:00Z,   2500 
S52796,2022-059B,R3          ,51.65,2022-06-05T20:54:00Z,   2350 
S52798,2022-060B,R2          ,41.47,2022-06-20T22:28:00Z,   5500 
S52883,2022-062BF,C  A        ,53.22,2022-07-08T00:00:00Z,     50 
S52884,2022-062BG,C  A        ,53.22,2022-07-08T00:00:00Z,     50 
S52885,2022-062BH,C  A        ,53.22,2022-07-08T00:00:00Z,     50 
S52886,2022-062BJ,C  A        ,53.22,2022-07-07T00:00:00Z,     50 
S52902,2022-066B,R4          ,96.77,2022-06-23T07:19:00Z,     50 
S52911,2022-068E,C  A        ,35,2023-06-12T15:38:00Z,    300 
S52915,2022-070B,R2          ,39.11,2022-06-28T17:15:00Z,    250 
S52936,2022-072B,C  A        ,9.9,2024-05-23T00:00:00Z,      0 
S52946,2022-074C,R2          ,44.99,2023-12-07T09:11:00Z,    200 
S53039,2022-076BF,C  A        ,53.22,2022-07-26T00:00:00Z,     50 
S53040,2022-076BG,C  A        ,53.22,2022-07-26T00:00:00Z,     50 
S53041,2022-076BH,C  A        ,53.22,2022-07-26T00:00:00Z,     50 
S53042,2022-076BJ,C  A        ,53.22,2022-07-24T00:00:00Z,     50 
S53089,2022-077AY,C  A        ,97.67,2022-09-13T00:00:00Z,     50 
S53090,2022-077AZ,C  A        ,97.67,2022-09-13T00:00:00Z,     50 
S53091,2022-077BA,C  A        ,97.67,2022-09-06T00:00:00Z,     50 
S53092,2022-077BB,C  A        ,97.67,2022-09-07T00:00:00Z,     50 
S53101,2022-078B,R3          ,27.14,2023-10-20T16:29:00Z,   2800 
S53103,2022-079B,R2          ,40.05,2022-10-02T19:36:00Z,    250 
S53129,2022-082B,C  A        ,97.39,2023-04-21T04:00:00Z,      0 
S53131,2022-082D,R2          ,97.36,2024-04-30T19:17:00Z,   3800 
S53185,2022-083BF,C  A        ,53.22,2022-08-07T00:00:00Z,     50 
S53186,2022-083BG,C  A        ,53.22,2022-08-08T00:00:00Z,     50 
S53187,2022-083BH,C  A        ,53.22,2022-08-07T00:00:00Z,     50 
S53188,2022-083BJ,C  A        ,53.22,2022-08-07T00:00:00Z,     50 
S53235,2022-084AY,C  A        ,97.68,2022-09-23T00:00:00Z,     50 
S53236,2022-084AZ,C  A        ,97.67,2022-09-27T00:00:00Z,     50 
S53237,2022-084BA,C  A        ,97.67,2022-09-17T00:00:00Z,     50 
S53238,2022-084BB,C  A        ,97.67,2022-09-18T00:00:00Z,     50 
S53240,2022-085B,R1          ,41.45,2022-07-30T16:51:00Z,  21600 
S53295,2022-086BF,C  A        ,53.22,2022-08-13T00:00:00Z,     50 
S53296,2022-086BG,C  A        ,53.22,2022-08-16T00:00:00Z,     50 
S53297,2022-086BH,C  A        ,53.22,2022-08-10T00:00:00Z,     50 
S53298,2022-086BJ,C  A        ,53.22,2022-08-15T00:00:00Z,     50 
S53304,2022-087F,R4          ,97.28,2023-04-18T18:00:00Z,    500 
S53319,2022-088D,C  A        ,35,2023-06-27T00:00:00Z,    300 
S53324,2022-089B,R2          ,97.26,2022-11-19T11:06:00Z,   2350 
S53349,2022-090D,R3          ,97.51,2023-01-17T15:15:00Z,   1000 
S53353,2022-091B,R2          ,70.02,2022-10-20T05:10:00Z,    250 
S53358,2022-093B,R2          ,49.98,2024-02-12T07:58:00Z,   5500 
S53440,2022-097BE,C  A        ,53.22,2022-08-31T00:00:00Z,     50 
S53441,2022-097BF,C  A        ,53.22,2022-08-31T00:00:00Z,     50 
S53442,2022-097BG,C  A        ,53.22,2022-08-30T00:00:00Z,     50 
S53443,2022-097BH,C  A        ,53.22,2022-08-30T00:00:00Z,     50 
S53511,2022-099AY,C  A        ,97.68,2022-10-05T00:00:00Z,     50 
S53512,2022-099AZ,C  A        ,97.68,2022-10-05T00:00:00Z,     50 
S53513,2022-099BA,C  A        ,97.67,2022-09-30T00:00:00Z,     50 
S53514,2022-099BB,C  A        ,97.67,2022-10-01T00:00:00Z,     50 
S53525,2022-100D,C  A        ,35,2023-07-27T00:00:00Z,    300 
S53580,2022-101BF,C  A        ,53.22,2022-09-09T00:00:00Z,     50 
S53581,2022-101BG,C  A        ,53.22,2022-09-09T00:00:00Z,     50 
S53582,2022-101BH,C  A        ,53.22,2022-09-09T00:00:00Z,     50 
S53583,2022-101BJ,C  A        ,53.22,2022-09-09T00:00:00Z,     50 
S53584,2022-081B,C  A T      ,51.64,2022-08-31T06:00:00Z,   2300 
S53642,2022-104BG,C  A        ,53.22,2022-09-15T00:00:00Z,     50 
S53643,2022-104BH,C  A        ,53.22,2022-09-15T00:00:00Z,     50 
S53644,2022-104BJ,C  A        ,53.22,2022-09-15T00:00:00Z,     50 
S53645,2022-104BK,C  A        ,53.22,2022-09-15T00:00:00Z,     50 
S53694,2022-105AY,C  A        ,97.68,2022-10-15T00:00:00Z,     50 
S53695,2022-105AZ,C  A        ,97.67,2022-10-15T00:00:00Z,     50 
S53696,2022-105BA,C  A        ,97.67,2022-10-13T00:00:00Z,     50 
S53697,2022-105BB,C  A        ,97.67,2022-10-15T00:00:00Z,     50 
S53751,2022-107BD,C  A        ,53.21,2022-10-13T00:00:00Z,     50 
S53752,2022-107BE,C  A        ,53.21,2022-10-16T00:00:00Z,     20 
S53753,2022-107BF,C  A        ,53.21,2022-10-13T00:00:00Z,     50 
S53755,2022-107BH,C  A        ,53.21,2022-10-14T00:00:00Z,     50 
S53756,2022-107BJ,C  A        ,53.21,2022-10-12T00:00:00Z,     50 
S53759,2022-108C,R4          ,53.56,2022-11-05T02:24:00Z,     50 
S53762,2022-109C,C  A        ,35,2023-08-04T18:41:00Z,    300 
S53808,2022-111AM,C  A     m  ,53.2,2022-10-20T06:24:00Z,     20 
S53809,2022-111AN,C  A        ,53.2,2022-11-11T00:00:00Z,     50 
S53810,2022-111AP,C  A        ,53.2,2022-11-05T00:00:00Z,     50 
S53811,2022-111AQ,C  A        ,53.2,2022-11-08T00:00:00Z,     50 
S53812,2022-111AR,C  A        ,53.2,2022-11-16T00:00:00Z,     50 
S53814,2022-112B,R3          ,13.93,2022-10-13T16:57:00Z,   2800 
S53816,2022-113B,R2          ,97.66,2022-09-28T00:00:00Z,    250 
S53872,2022-114BG,C  A        ,53.22,2022-10-05T00:00:00Z,     50 
S53873,2022-114BH,C  A        ,53.22,2022-10-08T00:00:00Z,     50 
S53874,2022-114BJ,C  A        ,53.22,2022-10-05T00:00:00Z,     50 
S53875,2022-114BK,C  A        ,53.22,2022-10-05T00:00:00Z,     50 
S53880,2022-116B,R3          ,51.65,2022-09-24T02:48:00Z,   2350 
S53938,2022-119BE,C  A        ,53.23,2022-10-08T00:00:00Z,     50 
S53939,2022-119BF,C  A        ,53.23,2022-10-08T00:00:00Z,     50 
S53940,2022-119BG,C  A        ,53.23,2022-10-12T00:00:00Z,     50 
S53941,2022-119BH,C  A        ,53.23,2022-10-12T00:00:00Z,     50 
S53942,2022-118C,R4          ,97.52,2023-11-06T21:47:00Z,     50 
S53944,2022-120B,C  A        ,35,2023-09-12T00:00:00Z,    300 
S53959,2022-122E,R2          ,136.9,2022-10-07T04:31:00Z,    909 
S54016,2022-125BE,C  A        ,53.23,2022-11-16T00:00:00Z,     50 
S54017,2022-125BF,C  A        ,53.23,2022-11-11T00:00:00Z,     50 
S54018,2022-125BG,C  A        ,53.23,2022-11-09T00:00:00Z,     50 
S54019,2022-125BH,C  A        ,53.23,2022-11-09T00:00:00Z,     50 
S54022,2022-126C,R4          ,56.15,2024-04-21T00:00:00Z,    500 
S54025,2022-127C,R2          ,98.34,2023-02-27T13:53:00Z,    250 
S54046,2022-133E,C  A        ,34.99,2023-08-26T11:35:00Z,    300 
S54047,2022-042B,C  A T      ,51.33,2023-04-05T09:13:00Z,   2300 
S54105,2022-136BG,C  A        ,53.22,2022-11-08T00:00:00Z,     50 
S54106,2022-136BH,C  A        ,53.22,2022-11-08T00:00:00Z,     50 
S54107,2022-136BJ,C  A        ,53.22,2022-11-08T00:00:00Z,     50 
S54108,2022-136BK,C  A        ,53.22,2022-11-05T00:00:00Z,     50 
S54111,2022-137C,R2          ,97.08,2022-11-03T13:30:00Z,   2350 
S54156,2022-140B,R3          ,51.66,2022-10-28T03:24:00Z,   2350 
S54210,2022-141BF,C  A        ,53.2,2022-11-09T00:00:00Z,     50 
S54211,2022-141BG,C  A        ,53.21,2022-11-09T00:00:00Z,     50 
S54212,2022-141BH,C  A        ,53.21,2022-11-11T00:00:00Z,     50 
S54213,2022-141BJ,C  A        ,53.21,2022-11-16T00:00:00Z,     50 
S54217,2022-143B,R1          ,41.47,2022-11-04T10:01:00Z,  21600 
S54229,2022-147C,R2          ,97.55,2022-11-20T21:51:00Z,    250 
S54231,2022-148B,R3          ,28.34,2023-05-10T11:30:00Z,   2800 
S54233,2022-149B,R2          ,51.65,2022-11-09T15:35:00Z,   1220 
S54240,2022-152D,R2          ,41.85,2022-11-15T09:49:00Z,   6000 
S54246,2020-029D,C  A        ,45.03,2022-12-01T00:00:00Z,    500 
S54248,2022-153C,R2          ,24.9,2024-03-30T07:30:00Z,   4000 
S54375,2022-160D,C  A        ,35,2023-10-05T17:30:00Z,    300 
S54380,2022-162B,R2          ,41.47,2022-12-11T20:02:00Z,   5500 
S54382,2022-163B,R3          ,67.13,2023-05-22T07:12:00Z,   2350 
S54683,2022-167B,R4          ,97.58,2023-10-06T17:46:00Z,    500 
S54749,2022-171D,C  A        ,34.99,2023-10-12T03:29:00Z,    300 
S54812,2022-175BG,C  A        ,53.22,2023-01-03T00:00:00Z,     50 
S54813,2022-175BH,C  A        ,53.21,2023-01-03T00:00:00Z,     50 
S54814,2022-175BJ,C  A        ,53.21,2023-01-03T00:00:00Z,     50 
S54815,2022-175BK,C  A        ,53.22,2023-01-02T00:00:00Z,     50 
S54819,2022-176B,R3          ,97.23,2023-02-16T19:27:00Z,   1000 
S54874,2022-177BG,C  A        ,42.99,2023-01-08T00:00:00Z,     50 
S54875,2022-177BH,C  A        ,42.99,2023-01-07T00:00:00Z,     50 
S54876,2022-177BJ,C  A        ,42.99,2023-01-07T00:00:00Z,     50 
S54877,2022-177BK,C  A        ,42.99,2023-01-07T00:00:00Z,     50 
S54879,2022-178B,R3          ,51.27,2023-06-30T00:00:00Z,   2800 
S55240,2023-005B,R2          ,28.5,2023-02-07T22:23:00Z,   3800 
S55241,2022-159B,C  A T      ,51.64,2023-01-21T18:28:00Z,   2300 
S55245,2023-006D,R2          ,43.2,2024-02-17T07:11:00Z,   4006 
S55320,2023-010BD,C  A        ,69.99,2023-01-31T00:00:00Z,     50 
S55321,2023-010BE,C  A        ,69.99,2023-01-31T00:00:00Z,     50 
S55322,2023-010BF,C  A        ,69.99,2023-01-31T00:00:00Z,     50 
S55323,2023-010BG,C  A        ,69.99,2023-01-31T00:00:00Z,     50 
S55328,2023-011E,R2          ,40.49,2023-05-27T09:09:00Z,    250 
S55330,2023-012B,R2          ,97.41,2024-10-07T13:30:00Z,   4000 
S55387,2023-013BJ,C  A        ,42.99,2023-02-07T00:00:00Z,     50 
S55388,2023-013BK,C  A        ,42.99,2023-02-07T00:00:00Z,     50 
S55389,2023-013BL,C  A        ,42.99,2023-02-07T00:00:00Z,     50 
S55390,2023-013BM,C  A        ,42.99,2023-02-07T00:00:00Z,     50 
S55440,2023-014BB,C  A        ,70.01,2023-03-24T00:00:00Z,     50 
S55442,2023-014BD,C  A        ,70.01,2023-03-20T00:00:00Z,     50 
S55443,2023-014BE,C  A        ,70.01,2023-03-15T00:00:00Z,     50 
S55444,2023-014BF,C  A        ,70.01,2023-03-24T00:00:00Z,     50 
S55445,2023-014BG,C  A     m  ,70.01,2023-03-16T00:00:00Z,     20 
S55502,2023-015BF,C  A        ,42.99,2023-03-22T00:00:00Z,     50 
S55503,2023-015BG,C  A        ,42.99,2023-03-20T00:00:00Z,     50 
S55504,2023-015BH,C  A        ,42.99,2023-03-18T00:00:00Z,     50 
S55505,2023-015BJ,C  A        ,42.98,2023-03-18T00:00:00Z,     50 
S55509,2023-017B,R2          ,24.26,2024-12-10T23:05:00Z,   4000 
S55561,2023-018B,R3          ,51.65,2023-02-11T00:49:00Z,   2350 
S55565,2023-019D,R3          ,37.19,2023-12-21T05:10:00Z,    400 
S55566,2023-019E,R4          ,37.19,2024-05-15T12:17:00Z,    200 
S55624,2023-020BH,C  A        ,43.01,2023-03-16T00:00:00Z,     50 
S55625,2023-020BJ,C  A        ,43.01,2023-03-16T00:00:00Z,     50 
S55626,2023-020BK,C  A        ,43.01,2023-03-15T00:00:00Z,     50 
S55627,2023-020BL,C  A        ,43,2023-03-15T00:00:00Z,     50 
S55679,2023-021BD,C  A        ,69.98,2023-03-07T00:00:00Z,     50 
S55680,2023-021BE,C  A        ,69.99,2023-03-07T00:00:00Z,     50 
S55681,2023-021BF,C  A        ,69.99,2023-02-28T00:00:00Z,     50 
S55682,2023-021BG,C  A        ,69.99,2023-02-28T00:00:00Z,     50 
S55689,2023-024B,R3          ,51.66,2023-02-26T11:21:00Z,   2350 
S55792,2023-028BD,C  A        ,69.98,2023-03-15T00:00:00Z,     50 
S55793,2023-028BE,C  A        ,69.99,2023-03-15T00:00:00Z,     50 
S55794,2023-028BF,C  A        ,69.99,2023-03-11T00:00:00Z,     50 
S55795,2023-028BG,C  A        ,69.99,2023-03-15T00:00:00Z,     50 
S55840,2022-124B,C  A T      ,51.32,2023-04-27T08:52:00Z,   2300 
S55911,2023-035D,R2          ,44,2023-03-22T00:00:00Z,    250 
S55966,2023-037BE,C  A        ,69.99,2023-03-29T00:00:00Z,     50 
S55967,2023-037BF,C  A        ,69.99,2023-03-29T00:00:00Z,     50 
S55968,2023-037BG,C  A        ,69.99,2023-03-28T00:00:00Z,     50 
S55969,2023-037BH,C  A        ,69.99,2023-03-28T00:00:00Z,     50 
S55977,2023-039E,R4          ,97.39,2023-03-23T08:37:00Z,     50 
S55979,2023-040B,R3          ,97.64,2023-11-22T10:21:00Z,   2350 
S55981,2023-041A,C  A        ,42.02,2023-05-31T00:00:00Z,     20 
S55984,2023-041D,R3          ,41.97,2023-04-07T23:00:00Z,     40 
S55985,2023-041E,R2          ,42.02,2023-04-01T00:00:00Z,    250 
S56042,2023-042BJ,C  A        ,43.01,2023-04-29T00:00:00Z,      5 
S56043,2023-042BK,C  A        ,43.01,2023-04-26T00:00:00Z,      5 
S56044,2023-042BL,C  A        ,43.01,2023-04-25T00:00:00Z,      5 
S56045,2023-042BM,C  A        ,43,2023-04-29T00:00:00Z,      5 
S56082,2023-043AN,R2          ,87.42,2024-06-14T14:36:00Z,   4400 
S56084,2023-044B,R3------C   ,139.2,2023-07-23T00:00:00Z,    100 
S56092,2023-045B,R2          ,96.47,2023-07-03T22:59:00Z,   2350 
S56149,2023-046BJ,C  A        ,43.01,2023-05-04T00:00:00Z,      5 
S56150,2023-046BK,C  A        ,43.01,2023-05-02T00:00:00Z,      5 
S56151,2023-046BL,C  A        ,43.01,2023-05-02T00:00:00Z,      5 
S56152,2023-046BM,C  A        ,43,2023-05-02T00:00:00Z,      5 
S56233,2023-055B,R3          ,50.08,2023-04-26T00:00:00Z,   1000 
S56234,2023-033B,C  A T      ,51.63,2023-05-19T00:52:00Z,   2300 
S56363,2023-058AY,C  A        ,97.67,2023-06-16T00:00:00Z,      5 
S56364,2023-058AZ,C  A        ,97.67,2023-06-17T00:00:00Z,      5 
S56365,2023-058BA,C  A        ,97.67,2023-06-13T00:00:00Z,      5 
S56366,2023-058BB,C  A        ,97.67,2023-06-13T00:00:00Z,      5 
S56430,2023-061BJ,C  A        ,43.02,2023-06-15T00:00:00Z,      5 
S56431,2023-061BK,C  A        ,43.02,2023-06-14T00:00:00Z,      5 
S56432,2023-061BL,C  A        ,43.01,2023-06-13T00:00:00Z,      5 
S56433,2023-061BM,C  A        ,43.01,2023-06-13T00:00:00Z,      5 
S56447,2023-063B,R2          ,41.48,2023-05-21T05:57:00Z,   6000 
S56499,2023-064BD,C  A        ,70,2023-05-25T00:00:00Z,      5 
S56500,2023-064BE,C  A        ,70,2023-05-25T00:00:00Z,      5 
S56501,2023-064BF,C  A        ,69.99,2023-05-23T00:00:00Z,      5 
S56502,2023-064BG,C  A        ,69.99,2023-05-25T00:00:00Z,      5 
S56559,2023-065BJ,C  A        ,43.02,2023-06-26T00:00:00Z,      5 
S56560,2023-065BK,C  A        ,43.01,2023-06-24T00:00:00Z,      5 
S56561,2023-065BL,C  A        ,43.01,2023-06-22T00:00:00Z,      5 
S56562,2023-065BM,C  A        ,43.01,2023-06-23T00:00:00Z,      5 
S56734,2023-069D,R2          ,41.2,2024-04-23T18:10:00Z,   3800 
S56741,2023-071B,R3          ,51.66,2023-05-26T19:11:00Z,   2350 
S56751,2023-070B,C  A T      ,51.44,2023-08-11T20:37:00Z,   2300 
S56766,2023-077F,R2          ,41.56,2023-06-12T17:28:00Z,   5500 
S56819,2023-078BE,C  A        ,69.99,2023-06-15T00:00:00Z,      5 
S56820,2023-078BF,C  A        ,69.99,2023-06-15T00:00:00Z,      5 
S56821,2023-078BG,C  A        ,70,2023-06-14T00:00:00Z,      5 
S56822,2023-078BH,C  A        ,70,2023-06-14T00:00:00Z,      5 
S56869,2023-081Z,R4        g ,97.38,2023-11-02T10:30:00Z,    500 
S56875,2023-082B,R4          ,49.04,2023-06-12T10:20:00Z,     50 
S56928,2023-083BE,C  A        ,43.02,2023-07-28T00:00:00Z,      5 
S56929,2023-083BF,C  A        ,43.01,2023-07-25T00:00:00Z,      5 
S56930,2023-083BG,C  A        ,43.01,2023-07-25T00:00:00Z,      5 
S56931,2023-083BH,C  A        ,43.01,2023-07-25T00:00:00Z,      5 
S57095,2023-088AZ,C  A        ,42.98,2023-07-11T00:00:00Z,      5 
S57096,2023-088BA,C  A        ,42.99,2023-07-11T00:00:00Z,      5 
S57097,2023-088BB,C  A        ,42.99,2023-07-07T00:00:00Z,      5 
S57098,2023-088BC,C  A        ,42.99,2023-07-07T00:00:00Z,      5 
S57157,2023-090BJ,C  A        ,43.01,2023-08-09T00:00:00Z,      5 
S57158,2023-090BK,C  A        ,43.01,2023-08-03T00:00:00Z,      5 
S57159,2023-090BL,C  A        ,43,2023-08-05T00:00:00Z,      5 
S57160,2023-090BM,C  A        ,43,2023-08-08T00:00:00Z,      5 
S57207,2023-091AT,C  A        ,97.66,2023-07-08T19:04:00Z,    100 
S57211,2023-080B,C  A T      ,51.63,2023-08-04T03:56:00Z,   2300 
S57266,2023-094BA,C  A        ,42.98,2023-07-25T00:00:00Z,      5 
S57267,2023-094BB,C  A        ,42.99,2023-07-25T00:00:00Z,      5 
S57268,2023-094BC,C  A        ,42.99,2023-07-22T00:00:00Z,      5 
S57269,2023-094BD,C  A        ,42.99,2023-07-25T00:00:00Z,      5 
S57318,2023-095C,R3          ,86.39,2023-07-22T00:00:00Z,   2500 
S57321,2023-098B,R2          ,21.26,2023-11-15T09:43:00Z,   4400 
S57382,2023-099BG,C  A        ,43.02,2023-08-27T00:00:00Z,      5 
S57383,2023-099BH,C  A        ,43.02,2023-08-24T00:00:00Z,      5 
S57384,2023-099BJ,C  A        ,43.01,2023-08-24T00:00:00Z,      5 
S57385,2023-099BK,C  A        ,43.01,2023-08-24T00:00:00Z,      5 
S57394,2023-100J,R2          ,99.44,2023-08-03T18:46:00Z,    250 
S57403,2023-101E,R4          ,97.44,2023-07-25T00:00:00Z,     50 
S57423,2023-103C,R4          ,96.63,2024-11-07T03:12:00Z,    150 
S57453,2023-106B,C  A        ,35,2024-05-12T00:00:00Z,    300 
S57455,2023-106D,R2          ,35,2024-04-28T11:13:00Z,   4006 
S57489,2023-110B,R2          ,51.62,2023-08-05T18:29:00Z,   1220 
S57494,2023-112B,R2          ,24.45,2023-09-21T11:40:00Z,   3000 
S57536,2023-116C,R2          ,97.12,2024-12-24T20:59:00Z,   3800 
S57625,2023-120B,R3          ,28.48,2023-10-30T03:16:00Z,   2800 
S57631,2023-121F,R4          ,45,2023-08-15T08:46:00Z,     50 
S57692,2023-125B,R3          ,51.65,2023-08-25T02:39:00Z,   2350 
S57695,2023-126C,R2          ,53.01,2023-09-11T03:26:00Z,    250 
S57729,2023-130C,R2          ,35,2024-06-23T06:30:00Z,   4006 
S57730,2023-130D,C  A        ,34.99,2024-05-29T18:44:00Z,    300 
S57796,2023-135E,R4          ,49.93,2023-09-25T06:01:00Z,    150 
S57799,2023-027B,C  A T      ,51.78,2024-02-04T18:50:00Z,   2300 
S57805,2023-137F,C  A    ?   ,31,2024-11-03T12:19:00Z,    300 
S57863,2023-143B,R3          ,51.65,2023-09-18T04:47:00Z,   2350 
S57887,2023-145B,R2          ,35,2024-06-23T21:13:00Z,   4006 
S57888,2023-145C,C  A        ,35,2024-06-03T10:42:00Z,    300 
S57963,2023-150B,R3          ,60.02,2024-12-06T00:00:00Z,    100 
S57987,2023-152B,R2          ,35,2024-08-04T15:19:00Z,   4006 
S57989,2023-152D,C  A        ,35,2024-06-30T04:42:00Z,    300 
S58142,2023-163B,R2          ,35.01,2024-10-08T21:35:00Z,   4006 
S58144,2023-163D,C  A        ,35,2024-07-23T04:26:00Z,    300 
S58147,2023-164B,R2          ,41.48,2023-11-03T03:06:00Z,   5500 
S58149,2023-165B,R3          ,67.14,2024-04-12T22:46:00Z,   2350 
S58205,2023-169B,R3          ,16.66,2024-01-14T05:46:00Z,   2800 
S58254,2023-172B,R3          ,28.28,2024-04-22T00:00:00Z,   2800 
S58350,2023-176B,R3          ,98.59,2023-11-21T00:00:00Z,   2500 
S58436,2023-182B,R3          ,96.63,2024-03-02T19:26:00Z,   2350 
S58461,2023-184B,R3          ,51.66,2023-12-03T02:27:00Z,   2350 
S58504,2023-189C,R4          ,97.46,2024-09-30T00:00:00Z,    150 
S58560,2023-194D,C  A        ,35,2024-09-01T16:25:00Z,    300 
S58561,2023-194E,R2          ,35,2024-09-24T00:00:00Z,   4006 
S58574,2023-195B,R2          ,49.99,2024-03-10T14:30:00Z,   5500 
S58580,2023-196C,R2          ,42.01,2024-01-12T00:00:00Z,    250 
S58587,2023-199B,R4          ,97.7,2024-04-07T10:50:00Z,    200 
S58615,2023-201B,R3          ,97.56,2024-07-14T22:18:00Z,   2350 
S58617,2023-202B,R2          ,140.02,2024-01-19T13:56:00Z,    909 
S58641,2023-173B,C  A T      ,51.63,2024-01-11T00:16:00Z,   2300 
S58649,2023-205E,R4          ,97.41,2024-02-14T01:33:00Z,     50 
S58653,2023-206D,R4          ,97.19,2024-01-18T09:00:00Z,    500 
S58659,2023-209B,R2          ,96.77,2024-05-03T18:25:00Z,   2350 
S58664,2023-208E,R4          ,97.37,2024-01-04T06:52:00Z,     50 
S58704,2024-004E,R4          ,97.44,2024-01-15T23:13:00Z,     50 
S58757,2024-008B,R4          ,95.17,2024-01-14T20:30:00Z,     50 
S58761,2024-009D,R3          ,49.85,2024-06-29T23:42:00Z,   1000 
S58763,2024-010B,R2      c   ,96.86,2024-12-03T17:30:00Z,   4000 
S58764,2024-010C,C  A    C   ,97.4,2024-01-23T00:00:00Z,      0 
S58812,2024-013B,R2          ,41.47,2024-01-27T21:02:00Z,   6000 
S58824,2024-016E,R4          ,97.66,2024-06-24T07:33:00Z,    500 
S58904,2024-022F,R2          ,97.49,2024-02-09T23:12:00Z,    250 
S58926,2024-024K,R4          ,97.42,2024-03-17T14:00:00Z,    500 
S58930,2024-026B,R2          ,96.76,2024-06-10T15:13:00Z,   2350 
S58953,2024-014B,C  A T      ,51.28,2024-02-26T11:17:00Z,   2300 
S58962,2024-029B,R3          ,51.65,2024-02-17T01:56:00Z,   2350 
S58994,2024-034C,R2          ,98.22,2024-03-06T02:15:00Z,    250 
S59226,2024-047C,R2          ,97.56,2024-03-21T08:10:00Z,    250 
S59227,2023-128B,C  A T      ,51.34,2024-05-21T20:16:00Z,   2300 
S59229,2024-048B,R2          ,28.5,2024-03-30T02:32:00Z,   3800 
S59286,2024-052G,R2          ,49.99,2024-03-23T04:34:00Z,   4006 
S59293,2024-053F,R2      c   ,50.08,2024-06-10T12:34:00Z,    250 
S59295,2024-055B,R3          ,51.65,2024-03-25T10:19:00Z,   2350 
S59372,2024-061B,R3          ,97.2,2024-07-03T16:01:00Z,   2710 
S59589,2024-077C,R2          ,97.41,2024-04-29T06:00:00Z,    250 
S59592,2024-078B,R2          ,41.47,2024-05-06T12:56:00Z,   5500 
S59630,2024-054B,C  A T      ,51.65,2024-05-13T00:23:00Z,   2300 
S59882,2024-099B,R2          ,97.49,2024-06-10T11:07:00Z,    250 
S59914,2024-103B,R3          ,51.65,2024-06-01T11:30:00Z,   2350 
S59966,2024-108B,R2          ,97.5,2024-06-18T14:20:00Z,    250 
S60080,2024-114B,R2          ,98.05,2024-07-09T12:20:00Z,    250 
S60090,2024-116C,R2          ,28.05,2024-08-04T23:59:00Z,   3800 
S60250,2024-130B,R3          ,97.43,2024-08-23T04:59:00Z,   1000 
S60354,2024-137C,R2          ,43.02,2024-08-14T18:25:00Z,    250 
